Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
1,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
2,"[0.0, 0.5440039976230822]","[0.0, 0.5440039976230822]","[0.0, 0.9814840882130385]","[0.0, 0.7104224223259916]","[0.0, 0.9401813418352037]","[0.0, 0.3384339371843702]","[0.0, 0.5440039976230822]","[0.0, 0.4213681596962636]","[0.0, 0.6827069881698618]","[0.0, 0.44321678525163455]","[0.0, 0.37402131457875987]","[0.0, 0.2964099557000823]","[0.0, 0.12156351902111866]","[0.0, 0.07172034780932778]","[0.0, 0.12271596270993475]","[0.0, 0.38896533015619617]","[0.0, 0.11029378073509226]","[0.0, 0.12156351902111866]","[0.0, 1.417078257292848]","[0.0, 0.9414726889436422]","[0.0, 0.4038918781917638]","[0.0, 0.27628217140751965]","[0.0, 0.124354709204596]","[0.0, 0.9079814957150458]","[0.0, 0.12156351902111866]","[0.0, 1.4937393321305188]","[0.0, 0.3212426184582255]","[0.0, 0.423537304252212]","[0.0, 0.16188967111894806]","[0.0, 0.124354709204596]","[0.0, 0.6042636977258372]"
3,"[0.0009634254741936358, 0.009452144635258354]","[0.0009634254741936358, 0.009452144635258354]","[0.0006123158312978274, 0.010830872368534819]","[0.00023524693041743148, 0.003009660568604411]","[0.0002619706290095559, 0.004435722265363159]","[0.0014923193633484106, 0.009118141976262291]","[0.0009634254741936358, 0.009452144635258354]","[0.0013790266832361872, 0.010488330493402271]","[0.00022646806613692725, 0.002784265103842874]","[0.0004550926031243961, 0.0036339919466026127]","[0.0027334319036265045, 0.01850366988016191]","[0.0007985521641408998, 0.0042673942422750116]","[0.0021189425840461512, 0.004656283326000552]","[0.002106472120310768, 0.002730889944506026]","[0.0033080010283960855, 0.007355667326975988]","[0.0006996417537701035, 0.004905319015358231]","[0.002124755636547141, 0.004236254417126067]","[0.0021189425840461512, 0.004656283326000552]","[0.0006545591284954058, 0.01671799312479283]","[0.0006169600903750778, 0.010468236446213922]","[0.0009694440357889044, 0.007061602153569096]","[0.005267433601228376, 0.02647426782496651]","[0.0, 0.0]","[0.0014085511236219719, 0.023085926104331377]","[0.0021189425840461512, 0.004656283326000552]","[0.00011677598706867531, 0.003140525428059959]","[3.073166900647552e-05, 0.00017771272174558984]","[0.0015350927843542264, 0.011739084548913871]","[0.0112369368057667, 0.03349741089583342]","[0.0, 0.0]","[0.0027894947799345484, 0.03051084800959026]"
4,"[0.0011493931597864153, 0.002171972400369416]","[0.0011493931597864153, 0.002171972400369416]","[0.000999436232044701, 0.006983597664715054]","[0.0003470685931635995, 0.0014936623332878205]","[0.0008043063557659246, 0.008892369235713878]","[0.004681708803702068, 0.01896475728762206]","[0.0011493931597864153, 0.002171972400369416]","[0.0014279663860066669, 0.0008481934617572028]","[0.0002546245827221358, 0.000458534468031525]","[0.003893170706750343, 0.02634986380121787]","[0.014719768675745882, 0.07999170260994759]","[0.0025016871697578066, 0.008829409897980863]","[0.0046258963341468335, 0.005442430353352221]","[0.008105522788338605, 0.007581576954402204]","[0.005562162343057491, 0.005101012589735708]","[0.0015180684629350159, 0.0056575742267706425]","[0.003742316090877622, 0.0032540195081717494]","[0.0046258963341468335, 0.005442430353352221]","[0.0009902824200155595, 0.008894591659677984]","[0.0007839956207943983, 0.0031733475579833136]","[0.0009529947222986599, 5.06145483078106e-05]","[0.010201874190334123, 0.024825894486916477]","[0.0, 0.0]","[0.0027890019075302802, 0.022495786551306705]","[0.0046258963341468335, 0.005442430353352221]","[0.0004021439473968977, 0.0074012447779886505]","[0.0010162916668225966, 0.005406668246076863]","[0.003623859336117706, 0.015694000633933003]","[0.01907307547423132, 0.02395623489870196]","[0.0, 0.0]","[0.004998003765926896, 0.02433453996693684]"
5,"[0.0016932354393124273, 0.005256592435108745]","[0.0016932354393124273, 0.005256592435108745]","[0.001435373136228064, 0.007651638124197003]","[0.0003873255437787221, 0.0006555368567595771]","[0.0011812215041855966, 0.006289689698962062]","[0.004709209033718786, 0.0014363151797369602]","[0.0016932354393124273, 0.005256592435108745]","[0.0023116671259726107, 0.006479243096260518]","[0.00033895942783993016, 0.0010613640454641107]","[0.004095556616074632, 0.002857476545408778]","[0.014608031438008935, 0.002878832886580756]","[0.003946811034610549, 0.0075022619608826864]","[0.008738009237101878, 0.008597367183791374]","[0.018084574610701745, 0.012432705033922804]","[0.006751187004302772, 0.002923817037187046]","[0.0023339586099363078, 0.005570210218731886]","[0.004715616781426334, 0.0020674510696334926]","[0.008738009237101878, 0.008597367183791374]","[0.001920275196643099, 0.02229596323497241]","[0.0008818046336587301, 0.002069577590893316]","[0.0015870179385526683, 0.004424409653805563]","[0.015577453978762843, 0.02664500279159626]","[0.0, 0.0]","[0.0043628028192855585, 0.025061349261956023]","[0.008738009237101878, 0.008597367183791374]","[0.0008196381503958501, 0.010476937754472275]","[0.002372261274984225, 0.0072716232967020246]","[0.006675605700162373, 0.022195352097611913]","[0.0275771904477303, 0.02576508610716574]","[0.0, 0.0]","[0.007592727849406617, 0.027849619061792178]"
6,"[0.0019576737484609526, 0.0028651763875639402]","[0.0019576737484609526, 0.0028651763875639402]","[0.0015780283390393114, 0.0031684161254593446]","[0.00043531426128273743, 0.0007187710691119413]","[0.0016213584860101094, 0.007062245853617448]","[0.007259456663161502, 0.01440582425144578]","[0.0019576737484609526, 0.0028651763875639402]","[0.0025498965302967118, 0.0022548360739033484]","[0.0004493556897855153, 0.0013058547960346403]","[0.008562990178323026, 0.031805037942263095]","[0.028470094305348005, 0.08831183010820616]","[0.00548720446735744, 0.0078029409761219875]","[0.010602247248357132, 0.00429493648039075]","[0.024615472286752066, 0.008460942932839654]","[0.008336383391012735, 0.003610008462002631]","[0.0028360198186181255, 0.003627641295410517]","[0.0052575394769959, 0.0013031108526087075]","[0.010602247248357132, 0.00429493648039075]","[0.0024052913104097642, 0.01241524523042436]","[0.0013485579101600084, 0.007240916424516069]","[0.002500384882117932, 0.00604931118741234]","[0.021132878899038622, 0.027109398776158797]","[0.0, 0.0]","[0.0058573172982904435, 0.023540488072754908]","[0.010602247248357132, 0.00429493648039075]","[0.0013832784491064935, 0.013588298614248736]","[0.0029676813704359708, 0.003466629269497662]","[0.007931351289259524, 0.010274753306490624]","[0.03538582573814475, 0.023849195986508434]","[0.0, 0.0]","[0.009963430144771673, 0.02534852376111249]"
7,"[0.0030163939052446943, 0.008874354161053635]","[0.0030163939052446943, 0.008874354161053635]","[0.002024083147785789, 0.007247421063708406]","[0.000514779705498448, 0.0010086644243550837]","[0.001955614684791184, 0.005488879254489628]","[0.007799196800408295, 0.004379840440948526]","[0.0030163939052446943, 0.008874354161053635]","[0.00308346561934842, 0.003941318870769454]","[0.0005348146166957151, 0.0010333554821998665]","[0.010114994065414358, 0.012664794634149382]","[0.03115771941572957, 0.023705471759623297]","[0.007263893355720734, 0.008619976999036983]","[0.011904085484329986, 0.003212277137916765]","[0.02556865988892494, 0.002355798123157653]","[0.008705266050675125, 0.001384530514031357]","[0.003444319817136707, 0.004110148568336431]","[0.0058998198776743695, 0.0014206722485453223]","[0.011904085484329986, 0.003212277137916765]","[0.002728107591935535, 0.00884959685828146]","[0.0013429976597419235, 0.0007088844997649775]","[0.003103293853927808, 0.004146902302738578]","[0.028066147111050262, 0.03246073609900838]","[0.0, 0.0]","[0.007699076348772369, 0.02748684396740736]","[0.011904085484329986, 0.003212277137916765]","[0.0020532035985336957, 0.0155249358430201]","[0.0036150135324946315, 0.003613368567681618]","[0.008258226470936813, 0.004386012410261738]","[0.04432610642331933, 0.026425226920508728]","[0.0, 0.0]","[0.012421982638636494, 0.02555424722382927]"
8,"[0.0035018333045022296, 0.004541755600416473]","[0.0035018333045022296, 0.004541755600416473]","[0.002287936806967825, 0.004685557032493641]","[0.0005559567878571892, 0.0006194125491252374]","[0.0022847436173808666, 0.005244416298321291]","[0.007655326913723713, 0.00013726413190223973]","[0.0035018333045022296, 0.004541755600416473]","[0.0035140152324562137, 0.003245916413179117]","[0.0006415328284022734, 0.0011870747074149454]","[0.011380950020723993, 0.010602690437502298]","[0.033996745905810116, 0.02409710330621147]","[0.007955190401801121, 0.004128477936440856]","[0.01344295136364124, 0.0035009581298650087]","[0.026439488839340882, 0.002190943993305423]","[0.009631799547282688, 0.0022426034097944754]","[0.003987851087153175, 0.003647557201183144]","[0.006894868384207664, 0.0018879381461130835]","[0.01344295136364124, 0.0035009581298650087]","[0.003316933198776639, 0.013473406020069696]","[0.001647575467050444, 0.004576868493621375]","[0.003062171825795356, 0.0002775073510670201]","[0.03180561359699708, 0.01963970601178923]","[0.0, 0.0]","[0.008707864987617346, 0.016719568030008045]","[0.01344295136364124, 0.0035009581298650087]","[0.002497608332011629, 0.010682693062144692]","[0.004898158246100237, 0.006187967211528553]","[0.009681480764105776, 0.010395181024878216]","[0.05119452757181058, 0.021249609469877126]","[0.0, 0.0]","[0.014274155949124387, 0.01995684574171265]"
9,"[0.003937656862395363, 0.0040342796775948665]","[0.003937656862395363, 0.0040342796775948665]","[0.0025634212146747456, 0.0046257290053759725]","[0.000621074451360814, 0.0007943482512576317]","[0.0029114552101192114, 0.008412225015243188]","[0.007706701664131482, 0.0018290040962916337]","[0.003937656862395363, 0.0040342796775948665]","[0.0038759937450381448, 0.002763846086296045]","[0.0006307022143013682, 4.1074663037566244e-05]","[0.019107675134531425, 0.04725825992135484]","[0.054852270729561864, 0.12352310585972032]","[0.008678345818042272, 0.0040661805231100015]","[0.014491268352043358, 0.0026280807784439066]","[0.02844604737171717, 0.003195744526408805]","[0.011765131190866354, 0.0040045879607303785]","[0.004459216776597456, 0.0031611794716368087]","[0.008113161674337826, 0.002121690419130806]","[0.014491268352043358, 0.0026280807784439066]","[0.0039952308669894175, 0.014505191137361389]","[0.00178071233196273, 0.0024528736419757186]","[0.0030349579266701204, 0.00041713369122668167]","[0.03269709352481527, 0.00887247322072562]","[0.0, 0.0]","[0.008991161982000203, 0.007988725666328649]","[0.014491268352043358, 0.0026280807784439066]","[0.0027507417571671047, 0.00682279892298047]","[0.004850263212913008, 0.0004898020890906883]","[0.010812994348178584, 0.008498008127960435]","[0.05698720866209282, 0.018464295848362643]","[0.0, 0.0]","[0.015952293933449543, 0.01792748534112153]"
10,"[0.004160932015368697, 0.002549986555957642]","[0.004160932015368697, 0.002549986555957642]","[0.0027448552549584663, 0.0033727769849853967]","[0.0007483366659986789, 0.0012414714343944166]","[0.0030110070663190514, 0.0025546951979938115]","[0.007573722368669043, 0.00020591261940407002]","[0.004160932015368697, 0.002549986555957642]","[0.004456538237793524, 0.003662218157061868]","[0.0006305181923795692, 0.00023414543306603307]","[0.026602888201477746, 0.044794156134878325]","[0.07328424452852947, 0.11065717827119437]","[0.008975610458848244, 0.002442128934951053]","[0.015428828546599315, 0.002351198864174257]","[0.029349596046619273, 0.0020951693486670427]","[0.01345159890664422, 0.0032211842630162552]","[0.004951795144748524, 0.003097953471402255]","[0.008325085267886943, 0.0007728158205728862]","[0.015428828546599315, 0.002351198864174257]","[0.00464243475880818, 0.01337233469263756]","[0.00247775109338658, 0.008214802611542525]","[0.00561942232702815, 0.01246339618849141]","[0.03426403754976399, 0.010665994197811323]","[0.0, 0.0]","[0.009662655850600636, 0.011474166715326575]","[0.015428828546599315, 0.002351198864174257]","[0.003004756067167547, 0.006488342330145373]","[0.0053765029121321285, 0.0027668288827496458]","[0.012061258463674151, 0.008691739674931668]","[0.06381921258873223, 0.020159149510186797]","[0.0, 0.0]","[0.017913002123179804, 0.01909172774025497]"
