Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
1,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
2,"[0.0, 3.0198674922389452]","[0.0, 3.0198674922389452]","[0.0, 0.4540341691498069]","[0.0, 0.5538027754546113]","[0.0, 0.7053580618617704]","[0.0, 0.21197135462857913]","[0.0, 3.0198674922389452]","[0.0, 1.0618149395414207]","[0.0, 0.7623859336097742]","[0.0, 0.8243954396651688]","[0.0, 0.9727813300726397]","[0.0, 0.10978329121663498]","[0.0, 0.04777903449700883]","[0.0, 0.05541790396520408]","[0.0, 0.05532478616069191]","[0.0, 0.34305763808879397]","[0.0, 0.11528262193935254]","[0.0, 0.04777903449700883]","[0.0, 1.4390039323515493]","[0.0, 0.3536754961696692]","[0.0, 0.05687678966399122]","[0.0, 0.491712424452143]","[0.0, 0.124354709204596]","[0.0, 0.910525577989717]","[0.0, 0.04777903449700883]","[0.0, 1.5345648050204708]","[0.0, 0.2962605966640373]","[0.0, 0.09682039492513343]","[0.0, 0.3301700123095762]","[0.0, 0.124354709204596]","[0.0, 0.3701240483086049]"
3,"[0.0001233145410924911, 0.006704737939407582]","[0.0001233145410924911, 0.006704737939407582]","[0.00043764660638805097, 0.0035798507462175967]","[5.8045694010935516e-05, 0.0005786927888942529]","[0.0001899144005701191, 0.0024121540066514143]","[0.004046771608539536, 0.01556638186896714]","[0.0001233145410924911, 0.006704737939407582]","[0.00029110190200374843, 0.005566975445078364]","[0.00012890156143643766, 0.001769365444387949]","[0.001959589038568834, 0.029192985707761823]","[0.0010025885120514024, 0.017590661543724344]","[0.0011114643842941518, 0.002201257387869327]","[0.004097113139896541, 0.003552722613312213]","[0.0023559871441862197, 0.0023612763922412202]","[0.003634587017175883, 0.00364599357991623]","[0.0003544881113877371, 0.002190530480942092]","[0.0007107214081224229, 0.00147690837608779]","[0.004097113139896541, 0.003552722613312213]","[0.0011954323060792348, 0.031038381013415894]","[0.0017740959200542223, 0.011334393543502538]","[0.005696525703851786, 0.005899212871740821]","[0.0015352696424647432, 0.013630253381037983]","[0.0, 0.0]","[0.0008043782681460605, 0.013204568872827789]","[0.004097113139896541, 0.003552722613312213]","[0.0006346262356144727, 0.017552029623198333]","[0.0014684150772401275, 0.007853668669460091]","[0.010639631362743417, 0.018945549030398454]","[0.0020947132722903476, 0.012501381161171637]","[0.0, 0.0]","[0.0017494395163516895, 0.011696097027678935]"
4,"[0.00023578132385455717, 0.006092712042003145]","[0.00023578132385455717, 0.006092712042003145]","[0.0006362936344136089, 0.0017045421184879723]","[0.00015228321869211343, 0.0009148036437091028]","[0.00043951772234414316, 0.003109296063965631]","[0.007976307677145005, 0.015082219972924716]","[0.00023578132385455717, 0.006092712042003145]","[0.000577467184874032, 0.005436895509254775]","[0.000133420868442406, 0.00014216278242290282]","[0.0033054121168183273, 0.020360938776792695]","[0.0017003362548209877, 0.012407323203871183]","[0.003979838356878131, 0.00550530150038364]","[0.006540509427889624, 0.0021792517009804236]","[0.004508278887444348, 0.002154744131755003]","[0.005551725370900731, 0.001996987712207983]","[0.0005869843244739522, 0.0014609260031513275]","[0.0011729416930689376, 0.0009777107025871587]","[0.006540509427889624, 0.0021792517009804236]","[0.002537893665764057, 0.034447830940222024]","[0.0027383183145758766, 0.006366510375202698]","[0.012326633004892586, 0.006827728033801824]","[0.0037514075528518095, 0.019299372882043607]","[0.0, 0.0]","[0.0019575526845502338, 0.018538830161175555]","[0.006540509427889624, 0.0021792517009804236]","[0.0011761352817531052, 0.014984650837244779]","[0.002347774841002383, 0.004821061176957491]","[0.018201963963562842, 0.013782865102999243]","[0.0037469307088167795, 0.00992747822646715]","[0.0, 0.0]","[0.0031278488120854726, 0.009274920041553688]"
5,"[0.0002964940932817563, 0.0035050794219925008]","[0.0002964940932817563, 0.0035050794219925008]","[0.0010921865710812, 0.0035499585523152133]","[0.00018479473965770423, 0.0003556942605585731]","[0.0009975950808573605, 0.006561548023440185]","[0.00879193369850426, 0.004194446714065065]","[0.0002964940932817563, 0.0035050794219925008]","[0.001007601450220011, 0.0078124424248040125]","[0.00014757884806627678, 0.0002542234876778349]","[0.004290853171775825, 0.015312634194920008]","[0.002328234407765125, 0.011146328622833093]","[0.007296474456252198, 0.006263395204559458]","[0.008884793216528996, 0.0020800834541203263]","[0.007158140737050064, 0.002579131558398871]","[0.008394147488775051, 0.002807323494957815]","[0.000689688273075823, 0.0007259866415766087]","[0.0016382861901486352, 0.0009696096296840874]","[0.008884793216528996, 0.0020800834541203263]","[0.003974896623070589, 0.03623394269652782]","[0.002831982457504863, 0.0013152622530704042]","[0.02122797687426393, 0.009004153611038734]","[0.00542371697950778, 0.014775994551591266]","[0.0, 0.0]","[0.0028554899942539137, 0.014581284813932918]","[0.008884793216528996, 0.0020800834541203263]","[0.0017659231627250916, 0.015970504979945382]","[0.0029100817242051114, 0.003243225056683903]","[0.02447013694083692, 0.011664035391078095]","[0.005218192067521661, 0.008844901310877793]","[0.0, 0.0]","[0.004423947883821663, 0.008669586836040601]"
6,"[0.00042671344729068393, 0.006575070006959722]","[0.00042671344729068393, 0.006575070006959722]","[0.0016771084740330356, 0.004369507781501113]","[0.00023267582386173318, 0.0004747663227443257]","[0.0011125147733933062, 0.0017490460038955694]","[0.008840873012832214, 0.0015913583505105658]","[0.00042671344729068393, 0.006575070006959722]","[0.0011719499143146301, 0.003428417336297383]","[0.00017667096961516808, 0.0004173980526097535]","[0.0057578242747909495, 0.021038926524359663]","[0.0031761885759039443, 0.014156576338390903]","[0.011628980240152369, 0.007921371804663459]","[0.013229988256987627, 0.003517597109936191]","[0.008159957685108337, 0.0011478306053703227]","[0.013909085601911099, 0.005075605676651195]","[0.000995533087227498, 0.0017550156917540566]","[0.0026167707596480684, 0.001843457660364434]","[0.013229988256987627, 0.003517597109936191]","[0.0055229954599781104, 0.03803795577346185]","[0.002958999109705841, 0.0014402653011929335]","[0.031667698608342204, 0.010410888988146162]","[0.00742174438461405, 0.016955977678991065]","[0.0, 0.0]","[0.003958193834084386, 0.017126047080919964]","[0.013229988256987627, 0.003517597109936191]","[0.0022977536606669778, 0.01432879064730164]","[0.004427346019612617, 0.007454485785052674]","[0.030008927769294716, 0.010461503536453975]","[0.006706699182393985, 0.008773425066885915]","[0.0, 0.0]","[0.005688686765639743, 0.008336609821569864]"
7,"[0.0005719506990364121, 0.007049439728556844]","[0.0005719506990364121, 0.007049439728556844]","[0.0021409045361147484, 0.003495492736740679]","[0.0003675830865366547, 0.001137167672705359]","[0.0011695805582875112, 0.001117266852690159]","[0.010739665779427972, 0.007165294318108295]","[0.0005719506990364121, 0.007049439728556844]","[0.0014023924773136436, 0.004310247445280471]","[0.000296344391643527, 0.0013729709740766824]","[0.006026739182173458, 0.0065239270886061265]","[0.003154507591527981, 0.0014356765300732124]","[0.018236024123181715, 0.011546481984616866]","[0.016259517867082574, 0.002547633194097086]","[0.014722120612333408, 0.005643835891180102]","[0.01927312083219063, 0.004877894147699106]","[0.001761397033703037, 0.003936629746170857]","[0.004319896156746308, 0.0029928716727499957]","[0.016259517867082574, 0.002547633194097086]","[0.007561895458326939, 0.047296077243686944]","[0.003271848962255494, 0.0023129678207572534]","[0.03403738802624909, 0.003394665395129]","[0.00911573065145806, 0.014455040219569044]","[0.0, 0.0]","[0.004893438007591958, 0.014570762401978065]","[0.016259517867082574, 0.002547633194097086]","[0.0024367739196242463, 0.005481674330013613]","[0.00502814311116278, 0.003448790993636845]","[0.029702892676930194, 0.0010803588069845079]","[0.007611459761934061, 0.005825210719750304]","[0.0, 0.0]","[0.00649607240522602, 0.0057341440360108055]"
8,"[0.000667558846827054, 0.004882230235811166]","[0.000667558846827054, 0.004882230235811166]","[0.0025861200078395735, 0.003276579818738067]","[0.0005809392009748241, 0.0016710740290378885]","[0.0015261759345372742, 0.0038251538017138385]","[0.012498252274427418, 0.006575871947948562]","[0.000667558846827054, 0.004882230235811166]","[0.00221006035793169, 0.012191533725356616]","[0.0005230337612292657, 0.002397629295137429]","[0.007263265386597005, 0.016795759954032187]","[0.0031054772034632755, 0.00044883307672248236]","[0.024172386323247922, 0.010327087665238061]","[0.01886736406472324, 0.0022098398051749934]","[0.022434041149119135, 0.006468775421013668]","[0.022623525195017945, 0.0032560442508364033]","[0.0024403287325864345, 0.003441770585765957]","[0.005628994793543675, 0.002317569190799957]","[0.01886736406472324, 0.0022098398051749934]","[0.009560155366869645, 0.045241334763940336]","[0.003662553191049235, 0.0025925134065821706]","[0.038861100442309254, 0.005300564938306764]","[0.011340925050060898, 0.01749972052747806]","[0.0, 0.0]","[0.006133661103076208, 0.01776915117664605]","[0.01886736406472324, 0.0022098398051749934]","[0.0029438350310662387, 0.01262340703675477]","[0.005221276098438659, 0.0017365354492952685]","[0.03250052086820931, 0.0059585540663086856]","[0.008371705333578007, 0.0049964658945844224]","[0.0, 0.0]","[0.007163613269518335, 0.0048560233533185395]"
9,"[0.0010419142188037827, 0.014823960839967674]","[0.0010419142188037827, 0.014823960839967674]","[0.004915616904574386, 0.013665370477933397]","[0.0007860055171531545, 0.0015589607974925935]","[0.0016835771091460497, 0.0019904585893747127]","[0.01246647890912602, 0.0014554407899230201]","[0.0010419142188037827, 0.014823960839967674]","[0.0037660592363167903, 0.02152111954855452]","[0.0008119534976292073, 0.0028897561648451482]","[0.008668516929110729, 0.017907480096145453]","[0.004436021198397277, 0.01755360288124395]","[0.03482177724024897, 0.017258998065088394]","[0.024755182265816952, 0.004143067804309075]","[0.03066124486580158, 0.006719740807305529]","[0.026302786254197172, 0.0033889650179032087]","[0.0032520308777120098, 0.003873237317049062]","[0.006622946076260109, 0.0017949160344387528]","[0.024755182265816952, 0.004143067804309075]","[0.011019302190643445, 0.0341838358007604]","[0.003681654580064843, 0.0008766186985317858]","[0.05791732543121422, 0.017226399717184045]","[0.014779146403371957, 0.024415607268414987]","[0.0, 0.0]","[0.008060011561961723, 0.024842604974980826]","[0.024755182265816952, 0.004143067804309075]","[0.003455733328005385, 0.012229543777331103]","[0.0053183551000973404, 0.0012957451699645076]","[0.04229035073973336, 0.014992378274631233]","[0.01122438117013991, 0.013309170657250092]","[0.0, 0.0]","[0.009553775637818538, 0.01248115469467837]"
10,"[0.0011979276387593361, 0.006940847047615026]","[0.0011979276387593361, 0.006940847047615026]","[0.005497125712901986, 0.0042335426174190185]","[0.0007952301869451807, 0.0002963355540682792]","[0.0024174102045118723, 0.006395211552230056]","[0.017585816837143962, 0.01419461133897059]","[0.0011979276387593361, 0.006940847047615026]","[0.005196331312894457, 0.019218400967696697]","[0.000994125331983278, 0.0018739935336793108]","[0.013242618288091708, 0.04755312146000749]","[0.004718470853544925, 0.005475613528035525]","[0.039299049928829266, 0.008475299620389131]","[0.027902635318142528, 0.002468248195802885]","[0.03343879352246765, 0.002888431783578282]","[0.029314655219803677, 0.0028309594402720663]","[0.00362398529430247, 0.0020361578044654593]","[0.00746816659389424, 0.0015234491316760647]","[0.027902635318142528, 0.002468248195802885]","[0.012756477313470602, 0.03719305168569994]","[0.003969230027472455, 0.0018830670640471831]","[0.07130590070408355, 0.012712978271526697]","[0.01753189698292458, 0.019653347942678902]","[0.0, 0.0]","[0.00961016893114907, 0.01999909713010501]","[0.027902635318142528, 0.002468248195802885]","[0.0042114759295897655, 0.015820450030552193]","[0.006367740591938529, 0.004379367637918319]","[0.05631268006075866, 0.02010619298297469]","[0.013418936325609072, 0.010338708242574867]","[0.0, 0.0]","[0.011397595498355857, 0.00971248438683083]"
