Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
1,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]"
2,"[0.0, 0.5361885983848602]","[0.0, 0.5361885983848602]","[0.0, 0.6434991653258952]","[0.0, 0.7518060676620137]","[0.0, 0.3691466536778648]","[0.0, 0.08747310927917193]","[0.0, 0.5361885983848602]","[0.0, 0.5194421514897791]","[0.0, 0.8295422446192163]","[0.0, 0.5055396466010633]","[0.0, 0.045313557211420795]","[0.0, 0.11836692256998997]","[0.0, 0.16203783286935958]","[0.0, 0.12104871409396249]","[0.0, 0.22901381345663574]","[0.0, 0.4949466164728564]","[0.0, 0.2018009792309896]","[0.0, 0.16203783286935958]","[0.0, 1.3900030483820591]","[0.0, 1.2427203776530376]","[0.0, 1.4216928487970208]","[0.0, 0.07044933871835501]","[0.0, 0.124354709204596]","[0.0, 0.6217949429391404]","[0.0, 0.16203783286935958]","[0.0, 1.5430493778926977]","[0.0, 1.0940593806995094]","[0.0, 0.05137725719095708]","[0.0, 0.3075629688664826]","[0.0, 0.124354709204596]","[0.0, 0.7941518439425826]"
3,"[4.233278485399199e-05, 0.0004086050216221143]","[4.233278485399199e-05, 0.0004086050216221143]","[5.0488802316148694e-05, 0.0005848701075576667]","[8.837792872676472e-06, 0.0001195996292765897]","[0.00010006075320971517, 0.0006650007607795217]","[3.1913893220665595e-05, 5.0252148312041175e-05]","[4.233278485399199e-05, 0.0004086050216221143]","[8.321836795194932e-05, 0.0007782178463455562]","[3.023915963682925e-06, 4.5152662329457444e-05]","[0.00010867849330976324, 0.0009891581899963324]","[0.0013190543757934132, 0.0010787248839726528]","[0.006098342131271853, 0.01315358720516579]","[0.005595223376584136, 0.01650417184175509]","[0.008866006224710144, 0.01966666710688322]","[0.007720110607615134, 0.032323295852414106]","[0.0016019658992508315, 0.014317850564807673]","[0.002425277251832501, 0.008852560148428324]","[0.005595223376584136, 0.01650417184175509]","[0.0016318062034411302, 0.04096156374273194]","[3.701787253108569e-05, 0.0008281128789289314]","[0.00022735127742428543, 0.005820673055401013]","[0.003339840489389464, 0.004263692745540789]","[0.0, 0.0]","[0.00036784855539702724, 0.004120105910824583]","[0.005595223376584136, 0.01650417184175509]","[0.00143617958952356, 0.04000463637053658]","[0.00010806041406576202, 0.002128501209492718]","[0.0033276085057144106, 0.00309795942228994]","[0.0010125061881088545, 0.00561674354347882]","[0.0, 0.0]","[0.00038228818842611466, 0.005468889115492194]"
4,"[0.0002018561493414919, 0.0014740968111014616]","[0.0002018561493414919, 0.0014740968111014616]","[0.0001411184490402403, 0.0010193426976242452]","[3.504300117151898e-05, 0.00034059588162340884]","[0.00024122009560680985, 0.0009176434134299458]","[0.0007945685403837194, 0.0011390848030397248]","[0.0002018561493414919, 0.0014740968111014616]","[0.00020280379903879665, 0.0010931500349865776]","[4.968233159617744e-06, 2.9551665670167546e-05]","[0.00016209545573375497, 0.0005059494135244068]","[0.001492876189317723, 0.000185481629012027]","[0.009006783217249922, 0.006592842650518491]","[0.007555651270107745, 0.00628183931874906]","[0.013125315912258032, 0.009954618121709094]","[0.009870225014527797, 0.01011963824216549]","[0.002036161364917914, 0.00434940611033654]","[0.00304349507505706, 0.0025565172476618935]","[0.007555651270107745, 0.00628183931874906]","[0.002158750831594515, 0.014454491878133646]","[4.583446571253043e-05, 0.00022539045877210248]","[0.00035763786193544376, 0.003426081321664922]","[0.004916712807798431, 0.002110825780111862]","[0.0, 0.0]","[0.0005454646536217007, 0.002074333640879229]","[0.007555651270107745, 0.00628183931874906]","[0.0018430871581138909, 0.012615068358609599]","[0.00018300123734547456, 0.001494828967224061]","[0.004814205240436851, 0.0014590952546672527]","[0.0017858127385837457, 0.004321869399113244]","[0.0, 0.0]","[0.0006809647411395619, 0.0042955766898088756]"
5,"[0.00025194001990721767, 0.0005166116154299261]","[0.00025194001990721767, 0.0005166116154299261]","[0.00021996213705459443, 0.0008847715039333706]","[5.985421642328899e-05, 0.0003195641822894317]","[0.000381147836899544, 0.0008982561084378693]","[0.0010508029936943412, 0.00041556926044825006]","[0.00025194001990721767, 0.0005166116154299261]","[0.00027336981602369304, 0.00067110820443058]","[6.296866814557048e-06, 2.0931896486523478e-05]","[0.00018824569465614635, 0.00027721180557209435]","[0.0015120815112494082, 6.844717610055327e-05]","[0.010162931829978178, 0.003127004851893421]","[0.008214684493398478, 0.0027565014818521994]","[0.013413819823904986, 0.0019041326051150872]","[0.010493958208118518, 0.004238282886402218]","[0.002340518884902283, 0.0032397462919769395]","[0.003473409197216396, 0.001900069706097481]","[0.008214684493398478, 0.0027565014818521994]","[0.0023889117910165496, 0.007574723393553732]","[4.812034768043739e-05, 9.103409728166388e-05]","[0.00035686231347744376, 0.00036302848441456585]","[0.006672944891688732, 0.0022908547628603788]","[0.0, 0.0]","[0.0007469566149553127, 0.002279690845206519]","[0.008214684493398478, 0.0027565014818521994]","[0.0020426985414245583, 0.007250031115473053]","[0.00019148084544859712, 0.00030875659557732946]","[0.004786527161535952, 0.0001431169986635423]","[0.0022391311050094383, 0.0026823738670748672]","[0.0, 0.0]","[0.0008620272322342061, 0.002737995012516479]"
6,"[0.0003172427157395536, 0.0006271081129030605]","[0.0003172427157395536, 0.0006271081129030605]","[0.00026127471801949437, 0.0005051948822743324]","[0.00010591978596398687, 0.0005533704394991649]","[0.00043351987355662227, 0.00039584676559367655]","[0.0011389726860914428, 0.00018542634125190516]","[0.0003172427157395536, 0.0006271081129030605]","[0.0003643082947374035, 0.0008156308160679616]","[1.2973917908327273e-05, 8.70041200665053e-05]","[0.00026978720997233017, 0.0006901611356787693]","[0.005079106120174065, 0.0025218382802287783]","[0.010961768930515984, 0.0024065124433746503]","[0.008524474191257658, 0.001810740421329556]","[0.01427145953517665, 0.0029253231550985014]","[0.010465129390029982, 0.00162801552110472]","[0.0026259291440463646, 0.0030165767458021817]","[0.003693486954607953, 0.001209310114812249]","[0.008524474191257658, 0.001810740421329556]","[0.0024506212931075327, 0.0038141939595797672]","[5.2874464857626556e-05, 0.00013350032531957303]","[0.0003712213024898331, 0.0006876597252858588]","[0.008101192811492861, 0.0018994264888666937]","[0.0, 0.0]","[0.00091642463142647, 0.0019332162761420651]","[0.008524474191257658, 0.001810740421329556]","[0.002046007360339531, 0.002461664814367611]","[0.00019881272763001059, 0.0002776212033562908]","[0.004842474133752797, 0.00023212879051524087]","[0.002450674120135554, 0.0015015324596968917]","[0.0, 0.0]","[0.0009461434396514039, 0.0015189297247293235]"
7,"[0.00036527350548744677, 0.00048018633357479085]","[0.00036527350548744677, 0.00048018633357479085]","[0.0002836568189126296, 0.00031954792529657785]","[0.0001504757036335965, 0.0005248710554012865]","[0.0005313920664351644, 0.0006184896218331143]","[0.0012102077469296124, 0.00015785286745395385]","[0.00036527350548744677, 0.00048018633357479085]","[0.000405605763972294, 0.0004331793578528927]","[2.0240489104378678e-05, 9.192904545817792e-05]","[0.00030583021716884437, 0.00035086204122827054]","[0.005842510464400658, 0.0006607964885536645]","[0.010889279249934183, 0.0006368978420735945]","[0.008430967149902095, 0.00045565039551765085]","[0.014150488257392789, 0.0007452748284788273]","[0.010445822454452544, 0.0016150263901132818]","[0.00270494323065585, 0.0014753621006481745]","[0.0037623170627834844, 0.000729669295541001]","[0.008430967149902095, 0.00045565039551765085]","[0.002421085922181444, 0.0009595279698598924]","[6.392546767291794e-05, 0.00023833005935721983]","[0.0003704145292252452, 0.0003298672286270323]","[0.009442401820473014, 0.0017670022692911837]","[0.0, 0.0]","[0.0010756406758841994, 0.0017899446716492364]","[0.008430967149902095, 0.00045565039551765085]","[0.002014080534488839, 0.0004910964850859946]","[0.00019660906757682124, 6.793292283832418e-05]","[0.004964616308726508, 0.00026878070480712866]","[0.002680847660614385, 0.0015306020976157695]","[0.0, 0.0]","[0.0010389530967786715, 0.0015624342633025756]"
8,"[0.0004162807130297844, 0.00048356414612926886]","[0.0004162807130297844, 0.00048356414612926886]","[0.0003040418293165453, 0.00028942364769855166]","[0.00020379835411212817, 0.0005949347636123925]","[0.0006269813098355229, 0.0005870135955593914]","[0.001303430112571978, 0.00017604309797092046]","[0.0004162807130297844, 0.00048356414612926886]","[0.00044087304788674366, 0.0003755238187120751]","[3.422032665615129e-05, 0.0001616899484160512]","[0.0003323961707883873, 0.00027537773534572186]","[0.006722306787191297, 0.0007110393350080508]","[0.010868521984286884, 0.0008033067733471979]","[0.008402114359981517, 0.0007764106205228828]","[0.014165890415526966, 0.0012371443515446887]","[0.01041370076270183, 0.0014158797514716957]","[0.0028843969884135116, 0.0020564229657334407]","[0.003865205379340155, 0.0007814570248745568]","[0.008402114359981517, 0.0007764106205228828]","[0.0024152605186476116, 0.0019548269716648083]","[6.86126790988752e-05, 0.00012740627434136478]","[0.0003793136383163901, 0.0005078908123304692]","[0.010838328489098412, 0.001766588381390614]","[0.0, 0.0]","[0.0012390782441533597, 0.0017621234687221056]","[0.008402114359981517, 0.0007764106205228828]","[0.0020028577177880315, 0.001477616032627259]","[0.00019469564383914277, 7.1856020155773e-05]","[0.005053003923347865, 0.00023212879051524778]","[0.0029658301433589497, 0.0016918698829782087]","[0.0, 0.0]","[0.0011535579296120043, 0.0017258595804954288]"
9,"[0.00046285467310455073, 0.00043438680463156205]","[0.00046285467310455073, 0.00043438680463156205]","[0.0003196504331848612, 0.0002381711401880982]","[0.0002544949687147314, 0.000549588173433488]","[0.0007115848732145425, 0.000514493547713418]","[0.0013790501547160069, 0.00014906870958480926]","[0.00046285467310455073, 0.00043438680463156205]","[0.00047132821313875374, 0.00032770030864119626]","[5.241762412322807e-05, 0.00019820901983425848]","[0.0003489459654927436, 0.00020148508053265091]","[0.007568777780725776, 0.0006669048898254696]","[0.0107163121797674, 0.0002485278702404383]","[0.008275770192253, 0.0002164640668484549]","[0.013948189485325077, 0.0002640945003129299]","[0.010523335117487365, 0.001895214302236068]","[0.0031479034913848136, 0.002468335544183074]","[0.00410008912599196, 0.0010671200300776179]","[0.008275770192253, 0.0002164640668484549]","[0.0023810627428017196, 0.0005998385685501733]","[7.89476894219907e-05, 0.00020537335868204198]","[0.0003783385849570937, 0.00028274333882306836]","[0.012260002251558896, 0.001726981116783862]","[0.0, 0.0]","[0.0014062957050440467, 0.0017175249387731421]","[0.008275770192253, 0.0002164640668484549]","[0.001970210029527018, 0.0003489234250816435]","[0.00020276441341529259, 0.00023404087647248484]","[0.0053963627291029395, 0.0003822271061867576]","[0.003234765130100738, 0.0015586287470515637]","[0.0, 0.0]","[0.0012613516441225532, 0.0015841546200977496]"
10,"[0.0005127586362091344, 0.00043180398120929245]","[0.0005127586362091344, 0.00043180398120929245]","[0.0003283512163189497, 0.00017494699800703844]","[0.000310722170131479, 0.0005705926480367328]","[0.0008026007236099259, 0.0005150992564784407]","[0.0018821387598487332, 0.0005562849070130687]","[0.0005127586362091344, 0.00043180398120929245]","[0.00048529580664211926, 0.00021483346281404595]","[7.726863909014499e-05, 0.00025074208330766413]","[0.00035707313157433857, 0.00014244564223201927]","[0.008455146449983901, 0.0006591492402165005]","[0.010537085005196149, 0.00012463842911716609]","[0.008148109825047637, 0.00018274082735539007]","[0.01369955055710275, 0.00011436536758231201]","[0.010710393741947027, 0.002004207403694871]","[0.0034750948079400414, 0.002700733115483698]","[0.004407409209646765, 0.0011780820890295782]","[0.008148109825047637, 0.00018274082735539007]","[0.002344309995559218, 0.00042546641909055886]","[9.280086317326047e-05, 0.00024346495220566982]","[0.00037646684954960904, 0.00022340214425503276]","[0.013718188346796622, 0.0016845292144526945]","[0.0, 0.0]","[0.0015801598677950396, 0.0016791760224249342]","[0.008148109825047637, 0.00018274082735539007]","[0.0019355530799476162, 0.00020571719829351841]","[0.00021361070263984657, 0.0002529432930930418]","[0.00580639203040265, 0.0004031710572106868]","[0.0034758788490890278, 0.0013832903722223653]","[0.0, 0.0]","[0.0013570614282662615, 0.001394841774944785]"
